number,actualNumRPs,actualSeed,autoShootingPositions,avgAgility,avgBallControl,avgDefense,avgDrivingAbility,avgGearControl,avgGearGroundIntakesTele,avgGearLoaderIntakesTele,avgGearsEjectedTele,avgGearsFumbledTele,avgGearsPlacedAuto,avgGearsPlacedByLiftAuto,avgGearsPlacedByLiftTele,avgGearsPlacedTele,avgHighShotsAuto,avgHighShotsTele,avgHopperShotTime,avgHoppersOpenedAuto,avgHoppersOpenedTele,avgKeyShotTime,avgLowShotsAuto,avgLowShotsTele,avgSpeed,baselineReachedPercentage,disabledPercentage,disfunctionalPercentage,firstPickAbility,firstPickRotorBonusChance,gearScoringPositionsAuto,incapacitatedPercentage,liftoffAbility,liftoffPercentage,numMatchesPlayed,overallSecondPickAbility,pitAllImageURLs,pitAvailableWeight,pitCheesecake,pitDriveTrain,pitOrganization,pitProgrammingLanguage,pitSelectedImageName,predictedNumRPs,predictedSeed,RScoreAgility,RScoreBallControl,RScoreDefense,RScoreDrivingAbility,RScoreGearControl,RScoreSpeed,sdBaselineReachedPercentage,sdGearsPlacedAuto,sdGearsPlacedTele,sdHighShotsAuto,sdHighShotsTele,sdLiftoffAbility,sdLowShotsAuto,sdLowShotsTele
1323,0.88,25,"[None, 'Other  ', 'Hopper', 'Key']",2.7777777777777777,2.6666666666666665,,1.1673265998593774,2.3333333333333335,2.259259259259259,0.3888888888888889,0.0,0.2222222222222222,0.0,"{'lift1': 0.0, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 0.0, 'lift2': 1.3888888888888888, 'lift3': 1.2222222222222223}",2.611111111111111,12.635682684409586,5.6797244335437265,9.766666666666667,0.6666666666666666,0.3333333333333333,5.166666666666667,0.0,0.0,2.3333333333333335,0.7777777777777778,0.0,0.0,111.25731922398589,0.0,,0.0,0.0,0.0,9,1.1673265998593774,{'-Keu9lvtRS-cgUwlBWnP': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/1323_2017-03-10%2013:40:42.9370%20-0800.png?alt=media&token=fd22b9da-10a5-4571-9306-592aeeac8bbd'},2,,,Great,Labview,1323_2017-03-10 13:40:42.9370 -0800,0.8888888888888888,27,1.603015456677437,1.4413143446503045,-0.9233649819401205,1.2500398081649007,0.7513265889443713,0.7161679355460613,0.41573970964154905,0.0,0.8748897637790901,9.679463712778713,7.133611366303616,0.0,0.0,0.0
980,0.88,30,,1.75,1.625,2.4,-0.19621553454558363,2.0,0.0,0.5,0.0,0.5,0.0,"{'lift1': 0.0, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 0.0, 'lift2': 1.125, 'lift3': 0.0}",1.125,0.0,0.0,,0.0,0.125,,0.0,0.0,1.875,0.875,0.0,0.0,64.09850230414747,0.0,,0.0,0.0,0.0,7,-0.1962155345455836,{'-Ket_Xyjtvs6YJFWfxVH': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/980_2017-03-10%2010:53:19.5530%20-0800.png?alt=media&token=b8694d03-21b1-4a66-bbdf-aa7123d9b5ab'},11,,,Good,Java,980_2017-03-10 10:53:19.5530 -0800,0.5000546610115558,40,-0.3573529534224658,-0.4262908108019538,0.9912594659063056,-0.21011876983860628,0.11015818802951964,-0.1491923542887323,0.33071891388307384,0.0,0.9270248108869579,0.0,0.0,0.0,0.0,0.0
3495,0.44,44,,1.5555555555555556,1.5555555555555556,1.0,-0.7503288170219378,1.6666666666666667,0.5555555555555556,0.4444444444444444,0.0,1.2222222222222223,0.0,"{'lift1': 0.0, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 0.0, 'lift2': 0.5555555555555556, 'lift3': 0.0}",0.5555555555555556,0.0,0.0,,0.0,0.0,,0.0,0.0,1.4444444444444444,0.6666666666666666,0.1111111111111111,0.1111111111111111,39.69696969696969,0.0,,0.0,5.555555555555555,0.1111111111111111,8,-0.6669589484639447,{'-KeuMeVstcBEeJofzgD4': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/3495_2017-03-10%2014:35:02.1250%20-0800.png?alt=media&token=acc06b03-1331-49a5-9afe-1b694ecbf7e9'},10,,,Bad,Java,3495_2017-03-10 14:35:02.1250 -0800,0.5917463889325666,38,-0.7282334634413663,-0.5507978211654376,-0.12560479533744295,-0.8034948322120736,-0.5310102128853316,-0.96210656595172,0.4714045207910317,0.0,0.8314794192830981,0.0,0.0,15.713484026367722,0.0,0.0
2085,0.88,33,,1.6666666666666667,2.7777777777777777,3.0,-0.6679407901129601,1.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,"{'lift1': 0.0, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 0.0, 'lift2': 0.2222222222222222, 'lift3': 0.4444444444444444}",0.6666666666666666,0.0,11.49056603773585,19.624999999999996,0.0,1.6666666666666667,33.666666666666664,0.0,0.0,1.6666666666666667,0.7777777777777778,0.0,0.1111111111111111,49.45820800291678,0.0,,0.1111111111111111,22.22222222222222,0.4444444444444444,9,-0.5937251467670757,"{'-KeuAaQeWnkC2mOR9lbn': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/2085_2017-03-10%2013:42:44.8000%20-0800.png?alt=media&token=df768eb9-1d15-4cfe-978e-607920b6944d', '-KetB2YQWBLS69Xu9HDO': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/2085_2017-03-10%2009:05:55.8300%20-0800.png?alt=media&token=ce7f2f43-c8c4-4bb0-b2eb-d4c69c35ecc1'}",10,,,Bad,Java,2085_2017-03-10 13:42:44.8000 -0800,0.8888888888888888,30,-0.5163017434305659,1.6405255612318788,1.4699155778679123,-0.7152690405914683,-1.1721786138001833,-0.5425379405772746,0.41573970964154905,0.0,0.4714045207910317,0.0,11.081207733245536,24.84519974999766,0.0,0.0
5134,1.33,10,,1.4444444444444444,1.8888888888888888,2.0,-1.1031103488481167,1.2222222222222223,0.0,0.1111111111111111,0.0,1.1111111111111112,0.0,"{'lift1': 0.0, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 0.0, 'lift2': 0.0, 'lift3': 0.1111111111111111}",0.1111111111111111,0.0,1.9767441860465118,,0.0,0.6666666666666666,8.25,0.0,0.0,1.3333333333333333,0.4444444444444444,0.1111111111111111,0.1111111111111111,11.770025839793282,0.0,,0.0,5.555555555555555,0.1111111111111111,8,-0.980542532309437,{},20,,,Bad,C++,5134_2017-03-10 10:56:06.0840 -0800,0.6670030179725358,33,-0.9401651834521668,0.04683582857928492,0.6721553912652346,-1.1812733891482738,-1.3859014141051333,-1.1718908786389426,0.4969039949999533,0.0,0.31426968052735443,0.0,4.685916669676717,15.713484026367722,0.0,0.0
3045,1.11,19,,1.4444444444444444,1.3333333333333333,,-0.938612117676183,1.3333333333333333,0.05555555555555555,0.2222222222222222,0.0,0.2592592592592593,0.0,"{'lift1': 0.0, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 0.0, 'lift2': 0.0, 'lift3': 0.1111111111111111}",0.1111111111111111,0.0,0.0,,0.0,0.2777777777777778,,0.0,0.0,1.5555555555555556,0.7777777777777778,0.1111111111111111,0.1111111111111111,12.777777777777779,0.0,,0.0,16.666666666666668,0.3333333333333333,9,-0.8343218823788293,{'-KeuLp3wpPjWkCGoa4Vi': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/3045_2017-03-10%2014:28:46.7770%20-0800.png?alt=media&token=439563d7-f8e1-4196-8870-ffaa8b607498'},20,,,Okay,C++,3045_2017-03-10 14:28:46.7770 -0800,1.1111111111111112,21,-0.9401651834521668,-0.9492202543285863,-0.9233649819401205,-1.0051193142197998,-1.1721786138001833,-0.7523222532644972,0.41573970964154905,0.0,0.31426968052735443,0.0,0.0,23.570226039551585,0.0,0.0
3303,1.11,15,,2.111111111111111,1.7777777777777777,2.3333333333333335,0.16723655290135295,1.8888888888888888,0.0,0.4444444444444444,0.0,0.7037037037037037,0.0,"{'lift1': 0.0, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 0.05555555555555555, 'lift2': 0.3333333333333333, 'lift3': 0.2777777777777778}",0.6666666666666666,0.0,0.0,,0.0,0.1111111111111111,,0.0,0.0,2.0,1.0,0.0,0.0,46.73913043478261,0.0,,0.0,27.77777777777778,0.5555555555555556,8,0.16723655290135295,{'-Ketu9lYWa97wOLdpprA': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/3303_2017-03-10%2012:26:39.0010%20-0800.png?alt=media&token=b10b5aae-f4a0-4db2-a9df-d7db5d53fd62'},30,,,Good,C++,3303_2017-03-10 12:26:39.0010 -0800,1.5554467208417544,8,0.33142513661263534,-0.1523753880022894,0.9380754534661273,0.1790864257973302,-0.1035646122754309,0.08681499748439316,0.0,0.0,0.6666666666666666,0.0,0.0,24.84519974999766,0.0,0.0
1422,0.88,29,,1.6666666666666667,1.4444444444444444,3.0,-0.46814413435927055,1.6666666666666667,0.0,0.1111111111111111,0.0,0.6666666666666666,0.0,"{'lift1': 0.0, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 0.1111111111111111, 'lift2': 0.0, 'lift3': 0.2222222222222222}",0.3333333333333333,0.0,0.0,,0.0,0.1111111111111111,,0.0,0.0,1.7777777777777777,0.4444444444444444,0.1111111111111111,0.1111111111111111,26.22222222222222,0.0,,0.0,16.666666666666668,0.3333333333333333,7,-0.41612811943046263,{'-KetIIOf7StcJoIClefz': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/1422_2017-03-10%2009:36:12.9620%20-0800.png?alt=media&token=ebb6ddfe-608d-4196-800d-5c0fe73c50ab'},38,,,Bad,Java,1422_2017-03-10 09:36:12.9620 -0800,0.8495959854963185,31,-0.5163017434305659,-0.750009037747012,1.4699155778679123,-0.5013154022006207,-0.5310102128853316,-0.33275362789005225,0.4969039949999533,0.0,0.4714045207910317,0.0,0.0,23.570226039551585,0.0,0.0
973,1.55,4,"[None, 'Other  ', 'Hopper', 'Key']",2.7777777777777777,2.7777777777777777,,1.4375834546508224,2.5555555555555554,2.1666666666666665,0.2777777777777778,0.0,0.3333333333333333,0.1111111111111111,"{'lift1': 0.0, 'lift2': 0.0, 'lift3': 0.1111111111111111}","{'lift1': 0.7777777777777778, 'lift2': 0.8888888888888888, 'lift3': 1.1666666666666667}",2.8333333333333335,7.156202046035806,12.990217391304348,9.770833333333334,0.2222222222222222,0.7777777777777778,10.388888888888888,0.0,0.0,2.6666666666666665,0.7777777777777778,0.0,0.0,112.84642776650888,0.0,['lift3'],0.0,44.44444444444444,0.8888888888888888,9,1.4531390102063777,"{'-KeuMbfHvnuH6d6YNUfr': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/973_2017-03-10%2014:26:46.0340%20-0800.png?alt=media&token=6c53f1bc-6195-49e1-b95d-c5f86b337bff', '-KeuLXXkoNaQmK8wTdpB': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/973_2017-03-10%2014:26:46.0340%20-0800.png?alt=media&token=5406ea89-9348-460d-a841-9668596280fb', '-KeuMXavntgXMcc3E-Zm': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/973_2017-03-10%2014:27:03.4000%20-0800.png?alt=media&token=89df03da-82c0-4170-969d-560fca30fc2d'}",10,,,Great,C++,973_2017-03-10 14:27:03.4000 -0800,1.5555555555555556,6,1.603015456677437,1.6405255612318788,-0.9233649819401205,1.539446240742934,1.1787721895542715,1.3455208736077284,0.41573970964154905,0.31426968052735443,1.3333333333333333,7.853252012491848,18.428212785428443,15.713484026367722,0.0,0.0
972,0.66,38,,1.875,1.75,,0.06834584037444169,1.875,0.25,0.625,0.0,1.0,0.0,"{'lift1': 0.0, 'lift2': 0.0, 'lift3': 0.0}","{'lift1': 0.75, 'lift2': 0.25, 'lift3': 0.5}",1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,2.25,1.0,0.0,0.125,75.81967213114754,0.0,,0.125,6.25,0.125,8,0.05980261032763648,{'-Ketv9LJI_EFUjnsR5hL': 'https://firebasestorage.googleapis.com/v0/b/scouting-2017-5f51c.appspot.com/o/972_2017-03-10%2012:30:53.3370%20-0800.png?alt=media&token=9c6664aa-3ac6-4909-8999-8eaca9114031'},2,,,Terrible,Java,972_2017-03-10 12:30:53.3370 -0800,1.2507711176289613,17,-0.11892976841031544,-0.2021781921476828,-0.9233649819401205,0.0731886185073034,-0.1302799623135496,0.558829701030644,0.0,0.0,0.8660254037844386,0.0,0.0,16.535945694153693,0.0,0.0
